GeneID-1	GeneSym-1	GeneName-1	TaxID-1	GeneID-2	GeneSym-2	GeneName-2	TaxID-2	PubMedIDs	Experiment
10961	ERP29	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Endoplasmic reticulum resident protein 29	9606	9492298	-
10963	STIP1	-	9606	3309	HSPA5	-	9606	26344197,26496610	Affinity Capture-MS; Co-fractionation
10980	COPS6	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
10987	COPS5	-	9606	3309	HSPA5	-	9606	21145461	Affinity Capture-MS
11073	TOPBP1	-	9606	3309	HSPA5	-	9606	24239288	Affinity Capture-MS
11080	DNAJB4	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
11100	HNRNPUL1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
11137	PWP1	-	9606	3309	HSPA5	-	9606	20028516	Affinity Capture-MS
11140	CDC37	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
11160	ERLIN2	-	9606	3309	HSPA5	-	9606	21343306,26186194	Affinity Capture-MS
11190	CEP250	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
11231	SEC63	-	9606	3309	HSPA5	-	9606	26085089	Reconstituted Complex
112937	GLB1L3	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
11338	U2AF2	-	9606	3309	HSPA5	-	9606	26641092	Affinity Capture-MS
124512	METTL23	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
125150	ZSWIM7	-	9606	3309	HSPA5	-	9606	21965664	Affinity Capture-MS
129804	FBLN7	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
131118	DNAJC19	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
144983	HNRNPA1L2	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
146705	TEPSIN	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
148109	FAM187B	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
1489800	F	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	fusion protein	11234	11765911	The measles virus protein F interacts with the host chaperone GRP 78.
151011	SEPT10	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
151194	METTL21A	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS; Biochemical Activity
155030	gag	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Pr55(Gag)	11676	11932435	Hsp70 co-sediments with HIV-1 capsid protein in sucrose density gradients, providing evidence that it is specifically incorporated into HIV-1 virions through an interaction with HIV-1 Gag proteins
155030	gag	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Pr55(Gag)	11676	11932435,21738476	Hsp70 is incorporated into HIV-1 virions through an interaction with HIV-1 Gag
155030	gag	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Pr55(Gag)	11676	23125841	Tandem affinity purification and mass spectrometry analysis identify heat shock 70kDa protein 5 (HSPA5; 78kDa glucose-regulated protein), HIV-1 Gag, Gag/Pol, gp120, and Nef incorporated into staufen1 RNP complexes isolated from HIV-1-expressing cells
155030	gag	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	matrix	11676	10964507	Hsp70 facilitates nuclear import of HIV-1 preintegration complexes by stimulating the binding of HIV-1 Matrix to karyopherin alpha
155348	gag-pol	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Gag-Pol	11676	23125841	Tandem affinity purification and mass spectrometry analysis identify heat shock 70kDa protein 5 (HSPA5; 78kDa glucose-regulated protein), HIV-1 Gag, Gag/Pol, gp120, and Nef incorporated into staufen1 RNP complexes isolated from HIV-1-expressing cells
155807	vpr	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Vpr	11676	10964507,19275587	HIV-1 Vpr competes with Hsp70 for binding to karyopherin alpha
155807	vpr	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Vpr	11676	21763498	HIV-1 Vpr is required for the inhibitory effect of Hsp70 on viral gene expression and replication
155807	vpr	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Vpr	11676	22438978	HIV-1 Vpr significantly increases expression level of GRP78 in the endoplasmic reticulum
155807	vpr	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Vpr	11676	23874603	A stable-isotope labeling by amino acids in cell culture coupled with mass spectrometry-based proteomics identifies upregulation of heat shock 70kDa protein 5 (HSPA5, GRP78) expression by HIV-1 Vpr in Vpr transduced macrophages
155871	tat	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Tat	11676	10617616	Hsp70 and Hsp90 and Cdc37 regulate the stabilization and folding of CDK9 as well as the assembly of an active CDK9/cyclin T1 complex responsible for P-TEFb-mediated HIV-1 Tat transactivation
155871	tat	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Tat	11676	20457808	Exposure of human umbilical vein endothelial cells to HIV-1 Tat causes broad activation of the unfolded-protein response in ER with phosphorylation of PERK, eIF2alpha, and JNK and induction of Grp78/BiP
155971	env	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Envelope surface glycoprotein gp120	11676	12832005	Over expression of hsp70 with a herpes viral amplicon vector protects cultured hippocampal rat neurons from gp120 neurotoxicity
155971	env	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Envelope surface glycoprotein gp120	11676	23125841	Tandem affinity purification and mass spectrometry analysis identify heat shock 70kDa protein 5 (HSPA5; 78kDa glucose-regulated protein), HIV-1 Gag, Gag/Pol, gp120, and Nef incorporated into staufen1 RNP complexes isolated from HIV-1-expressing cells
155971	env	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Envelope surface glycoprotein gp120	11676	7906708	The exposure of permissive CD4+ cells to HIV-1 gp120 increases the synthesis and nuclear translocation of 70kDa heat shock protein
155971	env	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Envelope surface glycoprotein gp160, precursor	11676	1900540,10514465	Newly synthesized HIV-1 gp160 interacts with GRP78-BiP in pulse-chase experiments; the interaction sites of gp160 with BiP include residues 115-132, 484-490, 602-616, 676-690, and 776-807
156110	nef	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Nef	11676	21763498	Heat shock proteins Hsp40 and Hsp70 interact with HIV-1 Nef and form a complex in cells
156110	nef	78 kDa glucose-regulated protein precursor	9606	3309	HSPA5	Nef	11676	23125841	Tandem affinity purification and mass spectrometry analysis identify heat shock 70kDa protein 5 (HSPA5; 78kDa glucose-regulated protein), HIV-1 Gag, Gag/Pol, gp120, and Nef incorporated into staufen1 RNP complexes isolated from HIV-1-expressing cells
16706	Ksr1	-	9606	3309	HSPA5	-	10090	26549023	Affinity Capture-MS
171169	SPACA4	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
171568	POLR3H	-	9606	3309	HSPA5	-	9606	17643375	Affinity Capture-MS
18472	Pafah1b1	-	9606	3309	HSPA5	-	10090	26496610	Affinity Capture-MS
19166	Psma2	-	9606	3309	HSPA5	-	10090	17139257	Affinity Capture-MS
192670	AGO4	-	9606	3309	HSPA5	-	9606	19167051	Affinity Capture-MS
196483	EEF2KMT	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
196541	METTL21C	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
21667	Tdgf1	-	9606	3309	HSPA5	-	10090	17991893	Affinity Capture-Western
220988	HNRNPA3	-	9606	3309	HSPA5	-	9606	22939629,24189400	Affinity Capture-MS; Co-fractionation
221092	HNRNPUL2	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
221120	ALKBH3	-	9606	3309	HSPA5	-	9606	25944111	Affinity Capture-MS
22824	HSPA4L	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
22826	DNAJC8	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
22848	AAK1	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
22938	SNW1	-	9606	3309	HSPA5	-	9606	12840015,20467437	Affinity Capture-MS
23022	PALLD	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
23111	SPG20	-	9606	3309	HSPA5	-	9606	19765186	Affinity Capture-MS; Affinity Capture-Western
23157	SEPT6	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
23197	FAF2	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
23234	DNAJC9	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
23363	OBSL1	-	9606	3309	HSPA5	-	9606	24711643	Affinity Capture-MS
23410	SIRT3	-	9606	3309	HSPA5	-	9606	19343720	Affinity Capture-MS
23411	SIRT1	-	9606	3309	HSPA5	-	9606	19343720	Affinity Capture-MS
23435	TARDBP	-	9606	3309	HSPA5	-	9606	20020773	Affinity Capture-MS
23524	SRRM2	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
23636	NUP62	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
23640	HSPBP1	-	9606	3309	HSPA5	-	9606	19659607	Reconstituted Complex
23644	EDC4	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
23650	TRIM29	-	9606	3309	HSPA5	-	9606	26381412	Affinity Capture-MS
23677	SH3BP4	-	9606	3309	HSPA5	-	9606	18654987	Two-hybrid
254013	ETFBKMT	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
25895	METTL21B	-	9606	3309	HSPA5	-	9606	23349634	Affinity Capture-MS
25996	REXO2	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
26123	TCTN3	-	9606	3309	HSPA5	-	9606	26638075	Proximity Label-MS
26260	FBXO25	-	9606	3309	HSPA5	-	9606	20473970	Affinity Capture-MS
26270	FBXO6	-	9606	3309	HSPA5	-	9606	22268729	Affinity Capture-MS
26415	Mapk13	-	9606	3309	HSPA5	-	10090	19135240	Affinity Capture-MS
26517	TIMM13	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
27000	DNAJC2	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
27069	GHITM	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
27229	TUBGCP4	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
27248	ERLEC1	-	9606	3309	HSPA5	-	9606	18264092,21118962	Affinity Capture-MS; Affinity Capture-Western
284217	LAMA1	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
28960	DCPS	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
29104	N6AMT1	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
29122	PRSS50	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
29763	PACSIN3	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
29766	TMOD3	-	9606	3309	HSPA5	-	9606	26344197	Co-fractionation
29927	SEC61A1	-	9606	3309	HSPA5	-	9606	22796945,26085089	Affinity Capture-Western; Protein-peptide
3077563	UL122	-	9606	3309	HSPA5	-	10359	22810585	Affinity Capture-MS
30968	STOML2	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	1801	DPH1	-	9606	11013075	Two-hybrid
3309	HSPA5	-	9606	840	CASP7	-	9606	11943137	Affinity Capture-Western
3309	HSPA5	-	9606	2	A2M	-	9606	12194978	Reconstituted Complex
3309	HSPA5	-	9606	1956	EGFR	-	9606	12471035,23956138,24189400	Affinity Capture-MS
3309	HSPA5	-	9606	2081	ERN1	-	9606	12637535,21118962	Affinity Capture-Western; Reconstituted Complex
3309	HSPA5	-	9606	326	AIRE	-	9606	15150263,23443559	Affinity Capture-MS
3309	HSPA5	-	9606	207	AKT1	-	9606	16027165	Affinity Capture-MS
3309	HSPA5	-	9606	999	CDH1	-	9606	16212417	Affinity Capture-MS
3309	HSPA5	-	9606	3014	H2AFX	-	9606	16522924	Affinity Capture-MS
3309	HSPA5	-	9606	408	ARRB1	-	9606	17620599	Affinity Capture-MS
3309	HSPA5	-	9606	409	ARRB2	-	9606	17620599	Affinity Capture-MS
3309	HSPA5	-	9606	1025	CDK9	-	9606	17643375,23455922	Affinity Capture-MS
3309	HSPA5	-	9606	673	BRAF	-	9606	17979178	Affinity Capture-MS
3309	HSPA5	-	9606	338	APOB	-	9606	19164805	Affinity Capture-Western
3309	HSPA5	-	9606	1398	CRK	-	9606	19380743	Affinity Capture-MS
3309	HSPA5	-	9606	2060	EPS15	-	9606	19380743	Affinity Capture-MS
3309	HSPA5	-	9606	2885	GRB2	-	9606	19380743,20936779	Affinity Capture-MS; Two-hybrid
3309	HSPA5	-	9606	867	CBL	-	9606	19380743,21203488	Affinity Capture-MS
3309	HSPA5	-	9606	2335	FN1	-	9606	19738201	Affinity Capture-MS
3309	HSPA5	-	9606	988	CDC5L	-	9606	20467437	Affinity Capture-MS
3309	HSPA5	-	9606	324	APC	-	9606	20936779	Two-hybrid
3309	HSPA5	-	9606	1017	CDK2	-	9606	21319273,23455922	Affinity Capture-MS
3309	HSPA5	-	9606	267	AMFR	-	9606	21343306,25301734,26119938	Affinity Capture-MS; Affinity Capture-Western
3309	HSPA5	-	9606	1786	DNMT1	-	9606	21745816	Affinity Capture-MS
3309	HSPA5	-	9606	1374	CPT1A	-	9606	21988832	Two-hybrid
3309	HSPA5	-	9606	1191	CLU	-	9606	22689054,23457489	Affinity Capture-MS; Affinity Capture-Western
3309	HSPA5	-	9606	1207	CLNS1A	-	9606	22863883	Co-fractionation
3309	HSPA5	-	9606	3305	HSPA1L	-	9606	22863883,22939629	Co-fractionation
3309	HSPA5	-	9606	3303	HSPA1A	-	9606	22863883,22939629,26496610	Affinity Capture-MS; Co-fractionation
3309	HSPA5	-	9606	1973	EIF4A1	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	2547	XRCC6	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	2923	PDIA3	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	3185	HNRNPF	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	3191	HNRNPL	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	3308	HSPA4	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	498	ATP5A1	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	871	SERPINH1	-	9606	22939629	Co-fractionation
3309	HSPA5	-	9606	2882	GPX7	-	9606	23123197	Affinity Capture-MS; Affinity Capture-Western
3309	HSPA5	-	9606	752	FMNL1	-	9606	23182705	Affinity Capture-MS
3309	HSPA5	-	9606	432	ASGR1	-	9606	23233672	Affinity Capture-Western
3309	HSPA5	-	9606	1026	CDKN1A	-	9606	23443559	Affinity Capture-MS
3309	HSPA5	-	9606	991	CDC20	-	9606	23443559	Affinity Capture-MS
3309	HSPA5	-	9606	154	ADRB2	-	9606	23798571	Affinity Capture-MS
3309	HSPA5	-	9606	3106	HLA-B	-	9606	24155957	Affinity Capture-Western
3309	HSPA5	-	9606	2065	ERBB3	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	2103	ESRRB	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	2130	EWSR1	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	2670	GFAP	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3181	HNRNPA2B1	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3182	HNRNPAB	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3184	HNRNPD	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3187	HNRNPH1	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3188	HNRNPH2	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3189	HNRNPH3	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	60	ACTB	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	71	ACTG1	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	813	CALU	-	9606	24189400	Affinity Capture-MS
3309	HSPA5	-	9606	2521	FUS	-	9606	24189400,25192599	Affinity Capture-MS
3309	HSPA5	-	9606	3178	HNRNPA1	-	9606	24189400,25324306	Affinity Capture-MS
3309	HSPA5	-	9606	3192	HNRNPU	-	9606	24189400,26344197	Affinity Capture-MS; Co-fractionation
3309	HSPA5	-	9606	2033	EP300	-	9606	25301734	Affinity Capture-Western
3309	HSPA5	-	9606	1407	CRY1	-	9606	25756610	Affinity Capture-MS
3309	HSPA5	-	9606	354	KLK3	-	9606	26186194	Affinity Capture-MS
3309	HSPA5	-	9606	54	ACP5	-	9606	26186194	Affinity Capture-MS
3309	HSPA5	-	9606	1660	DHX9	-	9606	26344197	Co-fractionation
3309	HSPA5	-	9606	2810	SFN	-	9606	26344197	Co-fractionation
3309	HSPA5	-	9606	3301	DNAJA1	-	9606	26344197	Co-fractionation
3309	HSPA5	-	9606	1373	CPS1	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	1434	CSE1L	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	1495	CTNNA1	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	1856	DVL2	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	1981	EIF4G1	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	1982	EIF4G2	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	2194	FASN	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	3070	HELLS	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	790	CAD	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	989	SEPT7	-	9606	26496610	Affinity Capture-MS
3309	HSPA5	-	9606	639	PRDM1	-	9606	26823144	Affinity Capture-MS
3309	HSPA5	-	9606	3107	HLA-C	-	9606	7957306	Affinity Capture-Western
3309	HSPA5	RecName: Full=Glutamate receptor 1	9606	2890	GRIA1	RecName: Full=78 kDa glucose-regulated protein	9606	10461883	-
3309	HSPA5	OVCA1	9606	1801	DPH1	RecName: Full=78 kDa glucose-regulated protein	9606	11013075	-
3309	HSPA5	RecName: Full=Caspase-7	9606	840	CASP7	RecName: Full=78 kDa glucose-regulated protein	9606	11943137	-
3309	HSPA5	RecName: Full=Alpha-2-macroglobulin	9606	2	A2M	RecName: Full=78 kDa glucose-regulated protein	9606	12194978	-
3309	HSPA5	RecName: Full=Apolipoprotein B-100	9606	338	APOB	RecName: Full=78 kDa glucose-regulated protein	9606	12397072	-
3309	HSPA5	RecName: Full=Serine/threonine-protein kinase/endoribonuclease IRE1	9606	2081	ERN1	RecName: Full=78 kDa glucose-regulated protein	9606	12637535	-
3309	HSPA5	RecName: Full=HLA class I histocompatibility antigen, Cw-17 alpha chain	9606	3107	HLA-C	RecName: Full=78 kDa glucose-regulated protein	9606	7957306	-
3309	HSPA5	RecName: Full=Coagulation factor VIII	9606	2157	F8	RecName: Full=78 kDa glucose-regulated protein	9606	9305856	-
3310	HSPA6	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3312	HSPA8	-	9606	3309	HSPA5	-	9606	22939629,26344197,26496610	Affinity Capture-MS; Co-fractionation
3315	HSPB1	-	9606	3309	HSPA5	-	9606	25277244	Two-hybrid
3320	HSP90AA1	-	9606	3309	HSPA5	-	9606	19875381	Affinity Capture-MS
3326	HSP90AB1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3329	HSPD1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3337	DNAJB1	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
3359	HTR3A	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=5-hydroxytryptamine receptor 3A	9606	12359150	-
3398	ID2	-	9606	3309	HSPA5	-	9606	21988832,26735018	Affinity Capture-MS; Two-hybrid
3423	IDS	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
348174	CLEC18A	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
3507	IGHM	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Ig mu chain C region	9606	3122216	-
3594	IL12RB1	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
3608	ILF2	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3609	ILF3	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3623	INHA	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
3636	INPPL1	-	9606	3309	HSPA5	-	9606	19380743	Affinity Capture-MS
3671	ISLR	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
3752	KCND3	-	9606	3309	HSPA5	-	9606	17725712	Affinity Capture-Western
3783746	EBNA-LP	-	9606	3309	HSPA5	-	10376	18457437	Affinity Capture-MS
3837	KPNB1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3856	KRT8	-	9606	3309	HSPA5	-	9606	9409741	Reconstituted Complex
3856	KRT8	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Keratin, type II cytoskeletal 8	9606	9409741	-
3861	KRT14	-	9606	3309	HSPA5	-	9606	21988832	Two-hybrid
387082	SUMO4	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Small ubiquitin-related modifier 4	9606	16236267	-
3875	KRT18	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Keratin, type I cytoskeletal 18	9606	9409741	-
3921	RPSA	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3925	STMN1	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
3925	STMN1	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Stathmin	9606	7724523,10197448	-
3938	LCT	-	9606	3309	HSPA5	-	9606	11751874	Affinity Capture-Western
3938	LCT	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Lactase-phlorizin hydrolase	9606	11751874	-
3949	LDLR	-	9606	3309	HSPA5	-	9606	10906332,16257961	Affinity Capture-MS; Affinity Capture-Western
3949	LDLR	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Low-density lipoprotein receptor	9606	10906332	-
3956	LGALS1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
3959	LGALS3BP	-	9606	3309	HSPA5	-	9606	23443559	Affinity Capture-MS
4026	LPP	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
4134	MAP4	-	9606	3309	HSPA5	-	9606	26344197,26496610	Affinity Capture-MS; Co-fractionation
4171	MCM2	-	9606	3309	HSPA5	-	9606	25963833	Affinity Capture-MS
4189	DNAJB9	-	9606	3309	HSPA5	-	9606	18400946	Affinity Capture-Western
431705	ASTL	-	9606	3309	HSPA5	-	9606	26186194	Affinity Capture-MS
4343	MOV10	-	9606	3309	HSPA5	-	9606	22658674	Affinity Capture-RNA
4478	MSN	-	9606	3309	HSPA5	-	9606	22863883	Co-fractionation
4543	MTNR1A	-	9606	3309	HSPA5	-	9606	17215244	Affinity Capture-MS
4543	MTNR1A	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Melatonin receptor type 1A	9606	17215244	-
4544	MTNR1B	RecName: Full=78 kDa glucose-regulated protein	9606	3309	HSPA5	RecName: Full=Melatonin receptor type 1B	9606	17215244	-
4627	MYH9	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
4628	MYH10	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
4690	NCK1	-	9606	3309	HSPA5	-	9606	15908432	Affinity Capture-Western
4735	SEPT2	-	9606	3309	HSPA5	-	9606	26496610	Affinity Capture-MS
4738	NEDD8	-	9606	3309	HSPA5	-	9606	18247557,21145461,24654937	Affinity Capture-MS
4843	NOS2	-	9606	3309	HSPA5	-	9606	23438482	Affinity Capture-MS
4869	NPM1	-	9606	3309	HSPA5	-	9606	23402259	Affinity Capture-MS
4904	YBX1	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
4914	NTRK1	-	9606	3309	HSPA5	-	9606	25921289	Affinity Capture-MS
4924	NUCB1	-	9606	3309	HSPA5	-	9606	24189400	Affinity Capture-MS
5034	P4HB	-	9606	3309	HSPA5	-	9606	22939629	Co-fractionation
